,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
1,content\data\images\10H-20L\image_group_31_frame_3106.0.jpg,31,3069.0,3106.0,686,1047,0,12
2,content\data\images\10H-20L\image_group_31_frame_3107.0.jpg,31,3069.0,3107.0,906,1235,7,4
3,content\data\images\10H-20L\image_group_31_frame_3108.0.jpg,31,3069.0,3108.0,686,1049,1,11
4,content\data\images\10H-20L\image_group_31_frame_3109.0.jpg,31,3069.0,3109.0,906,1235,8,3
5,content\data\images\10H-20L\image_group_31_frame_3110.0.jpg,31,3069.0,3110.0,686,1051,2,10
6,content\data\images\10H-20L\image_group_31_frame_3111.0.jpg,31,3069.0,3111.0,906,1235,9,2
7,content\data\images\10H-20L\image_group_31_frame_3112.0.jpg,31,3069.0,3112.0,686,1053,3,9
8,content\data\images\10H-20L\image_group_31_frame_3113.0.jpg,31,3069.0,3113.0,906,1235,10,1
9,content\data\images\10H-20L\image_group_31_frame_3114.0.jpg,31,3069.0,3114.0,686,1055,4,8
10,content\data\images\10H-20L\image_group_31_frame_3115.0.jpg,31,3069.0,3115.0,906,1235,11,0
11,content\data\images\10H-20L\image_group_31_frame_3116.0.jpg,31,3069.0,3116.0,686,1057,5,7
12,content\data\images\10H-20L\image_group_31_frame_3117.0.jpg,31,3069.0,3117.0,906,1229,12,6
